School Year,State,NCES LEA ID,Local Education Agency (School District) Name,Data Group ID,Data Description,Value,Number of Valid Test Takers,Category
2013-2014,IDAHO,,,695,Four-Year Adjusted-Cohort Graduation Rates,71.3,NA,Economically Disadvantaged
2013-2014,IDAHO,,,695,Four-Year Adjusted-Cohort Graduation Rates,75,NA,English Learner
2013-2014,IDAHO,,,695,Four-Year Adjusted-Cohort Graduation Rates,70.3,NA,Hispanic/Latino
2013-2014,IDAHO,,,695,Four-Year Adjusted-Cohort Graduation Rates,77,NA,Native Hawaiian/Other Pacific Islander or Pacific Islander
2013-2014,IDAHO,,,695,Four-Year Adjusted-Cohort Graduation Rates,79.2,NA,White or Caucasian (not Hispanic)
2013-2014,IDAHO,,,695,Four-Year Adjusted-Cohort Graduation Rates,75,NA,Black or African American
2013-2014,IDAHO,,,695,Four-Year Adjusted-Cohort Graduation Rates,69,NA,Two or more races
2013-2014,ILLINOIS,,,695,Four-Year Adjusted-Cohort Graduation Rates,86,NA,All Students
2013-2014,ILLINOIS,,,695,Four-Year Adjusted-Cohort Graduation Rates,82,NA,American Indian or Alaska Native
2013-2014,ILLINOIS,,,695,Four-Year Adjusted-Cohort Graduation Rates,94.2,NA,Asian
2013-2014,ILLINOIS,,,695,Four-Year Adjusted-Cohort Graduation Rates,94.1,NA,Asian / Pacific Islander
2013-2014,ILLINOIS,,,695,Four-Year Adjusted-Cohort Graduation Rates,71.8,NA,Children with one or more disabilities (IDEA)
2013-2014,ILLINOIS,,,695,Four-Year Adjusted-Cohort Graduation Rates,78.5,NA,Economically Disadvantaged
2013-2014,ILLINOIS,,,695,Four-Year Adjusted-Cohort Graduation Rates,71.7,NA,English Learner
2013-2014,ILLINOIS,,,695,Four-Year Adjusted-Cohort Graduation Rates,81.3,NA,Hispanic/Latino
2013-2014,ILLINOIS,,,695,Four-Year Adjusted-Cohort Graduation Rates,88,NA,Native Hawaiian/Other Pacific Islander or Pacific Islander
2013-2014,ILLINOIS,,,695,Four-Year Adjusted-Cohort Graduation Rates,90.1,NA,White or Caucasian (not Hispanic)
2013-2014,ILLINOIS,,,695,Four-Year Adjusted-Cohort Graduation Rates,77.2,NA,Black or African American
2013-2014,ILLINOIS,,,695,Four-Year Adjusted-Cohort Graduation Rates,86,NA,Two or more races
2013-2014,INDIANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,87.9,NA,All Students
2013-2014,INDIANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,84,NA,American Indian or Alaska Native
2013-2014,INDIANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,90,NA,Asian
2013-2014,INDIANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,89,NA,Asian / Pacific Islander
2013-2014,INDIANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,73.4,NA,Children with one or more disabilities (IDEA)
2013-2014,INDIANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,85.4,NA,Economically Disadvantaged
2013-2014,INDIANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,80,NA,English Learner
2013-2014,INDIANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,83.2,NA,Hispanic/Latino
2013-2014,INDIANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,83,NA,Native Hawaiian/Other Pacific Islander or Pacific Islander
2013-2014,INDIANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,90.4,NA,White or Caucasian (not Hispanic)
2013-2014,INDIANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,75,NA,Black or African American
2013-2014,INDIANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,86,NA,Two or more races
2013-2014,IOWA,,,695,Four-Year Adjusted-Cohort Graduation Rates,90.5,NA,All Students
2013-2014,IOWA,,,695,Four-Year Adjusted-Cohort Graduation Rates,78,NA,American Indian or Alaska Native
2013-2014,IOWA,,,695,Four-Year Adjusted-Cohort Graduation Rates,91,NA,Asian
2013-2014,IOWA,,,695,Four-Year Adjusted-Cohort Graduation Rates,90,NA,Asian / Pacific Islander
2013-2014,IOWA,,,695,Four-Year Adjusted-Cohort Graduation Rates,76.4,NA,Children with one or more disabilities (IDEA)
2013-2014,IOWA,,,695,Four-Year Adjusted-Cohort Graduation Rates,84.1,NA,Economically Disadvantaged
2013-2014,IOWA,,,695,Four-Year Adjusted-Cohort Graduation Rates,83,NA,English Learner
2013-2014,IOWA,,,695,Four-Year Adjusted-Cohort Graduation Rates,82,NA,Hispanic/Latino
2013-2014,IOWA,,,695,Four-Year Adjusted-Cohort Graduation Rates,80,NA,Native Hawaiian/Other Pacific Islander or Pacific Islander
2013-2014,IOWA,,,695,Four-Year Adjusted-Cohort Graduation Rates,92.2,NA,White or Caucasian (not Hispanic)
2013-2014,IOWA,,,695,Four-Year Adjusted-Cohort Graduation Rates,79,NA,Black or African American
2013-2014,IOWA,,,695,Four-Year Adjusted-Cohort Graduation Rates,86,NA,Two or more races
2013-2014,KANSAS,,,695,Four-Year Adjusted-Cohort Graduation Rates,85.7,NA,All Students
2013-2014,KANSAS,,,695,Four-Year Adjusted-Cohort Graduation Rates,76,NA,American Indian or Alaska Native
2013-2014,KANSAS,,,695,Four-Year Adjusted-Cohort Graduation Rates,90,NA,Asian
2013-2014,KANSAS,,,695,Four-Year Adjusted-Cohort Graduation Rates,90,NA,Asian / Pacific Islander
2013-2014,KANSAS,,,695,Four-Year Adjusted-Cohort Graduation Rates,76.7,NA,Children with one or more disabilities (IDEA)
2013-2014,KANSAS,,,695,Four-Year Adjusted-Cohort Graduation Rates,76.9,NA,Economically Disadvantaged
2013-2014,KANSAS,,,695,Four-Year Adjusted-Cohort Graduation Rates,75,NA,English Learner
2013-2014,KANSAS,,,695,Four-Year Adjusted-Cohort Graduation Rates,78.7,NA,Hispanic/Latino
2013-2014,KANSAS,,,695,Four-Year Adjusted-Cohort Graduation Rates,78,NA,Native Hawaiian/Other Pacific Islander or Pacific Islander
2013-2014,KANSAS,,,695,Four-Year Adjusted-Cohort Graduation Rates,88.3,NA,White or Caucasian (not Hispanic)
2013-2014,KANSAS,,,695,Four-Year Adjusted-Cohort Graduation Rates,77,NA,Black or African American
2013-2014,KANSAS,,,695,Four-Year Adjusted-Cohort Graduation Rates,84,NA,Two or more races
2013-2014,KENTUCKY,,,695,Four-Year Adjusted-Cohort Graduation Rates,87.5,NA,All Students
2013-2014,KENTUCKY,,,695,Four-Year Adjusted-Cohort Graduation Rates,84,NA,American Indian or Alaska Native
2013-2014,KENTUCKY,,,695,Four-Year Adjusted-Cohort Graduation Rates,89,NA,Asian
2013-2014,KENTUCKY,,,695,Four-Year Adjusted-Cohort Graduation Rates,89,NA,Asian / Pacific Islander
2013-2014,KENTUCKY,,,695,Four-Year Adjusted-Cohort Graduation Rates,70.8,NA,Children with one or more disabilities (IDEA)
2013-2014,KENTUCKY,,,695,Four-Year Adjusted-Cohort Graduation Rates,84,NA,Economically Disadvantaged
2013-2014,KENTUCKY,,,695,Four-Year Adjusted-Cohort Graduation Rates,66,NA,English Learner
2013-2014,KENTUCKY,,,695,Four-Year Adjusted-Cohort Graduation Rates,84,NA,Hispanic/Latino
2013-2014,KENTUCKY,,,695,Four-Year Adjusted-Cohort Graduation Rates,85,NA,Native Hawaiian/Other Pacific Islander or Pacific Islander
2013-2014,KENTUCKY,,,695,Four-Year Adjusted-Cohort Graduation Rates,88.7,NA,White or Caucasian (not Hispanic)
2013-2014,KENTUCKY,,,695,Four-Year Adjusted-Cohort Graduation Rates,79.4,NA,Black or African American
2013-2014,KENTUCKY,,,695,Four-Year Adjusted-Cohort Graduation Rates,85,NA,Two or more races
2013-2014,LOUISIANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,74.6,NA,All Students
2013-2014,LOUISIANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,80,NA,American Indian or Alaska Native
2013-2014,LOUISIANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,89,NA,Asian
2013-2014,LOUISIANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,89,NA,Asian / Pacific Islander
2013-2014,LOUISIANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,42.8,NA,Children with one or more disabilities (IDEA)
2013-2014,LOUISIANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,68.8,NA,Economically Disadvantaged
2013-2014,LOUISIANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,50,NA,English Learner
2013-2014,LOUISIANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,73,NA,Hispanic/Latino
2013-2014,LOUISIANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,89,NA,Native Hawaiian/Other Pacific Islander or Pacific Islander
2013-2014,LOUISIANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,80.3,NA,White or Caucasian (not Hispanic)
2013-2014,LOUISIANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,67.9,NA,Black or African American
2013-2014,LOUISIANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,74,NA,Two or more races
2013-2014,MAINE,,,695,Four-Year Adjusted-Cohort Graduation Rates,86.5,NA,All Students
2013-2014,MAINE,,,695,Four-Year Adjusted-Cohort Graduation Rates,80,NA,American Indian or Alaska Native
2013-2014,MAINE,,,695,Four-Year Adjusted-Cohort Graduation Rates,94,NA,Asian
2013-2014,MAINE,,,695,Four-Year Adjusted-Cohort Graduation Rates,95,NA,Asian / Pacific Islander
2013-2014,MAINE,,,695,Four-Year Adjusted-Cohort Graduation Rates,71,NA,Children with one or more disabilities (IDEA)
2013-2014,MAINE,,,695,Four-Year Adjusted-Cohort Graduation Rates,77.8,NA,Economically Disadvantaged
2013-2014,MAINE,,,695,Four-Year Adjusted-Cohort Graduation Rates,72,NA,English Learner
2013-2014,MAINE,,,695,Four-Year Adjusted-Cohort Graduation Rates,72,NA,Hispanic/Latino
2013-2014,MAINE,,,695,Four-Year Adjusted-Cohort Graduation Rates,>=50,NA,Native Hawaiian/Other Pacific Islander or Pacific Islander
2013-2014,MAINE,,,695,Four-Year Adjusted-Cohort Graduation Rates,87,NA,White or Caucasian (not Hispanic)
2013-2014,MAINE,,,695,Four-Year Adjusted-Cohort Graduation Rates,79,NA,Black or African American
2013-2014,MAINE,,,695,Four-Year Adjusted-Cohort Graduation Rates,79,NA,Two or more races
2013-2014,MARYLAND,,,695,Four-Year Adjusted-Cohort Graduation Rates,86.4,NA,All Students
2013-2014,MARYLAND,,,695,Four-Year Adjusted-Cohort Graduation Rates,87,NA,American Indian or Alaska Native
2013-2014,MARYLAND,,,695,Four-Year Adjusted-Cohort Graduation Rates,95.3,NA,Asian
2013-2014,MARYLAND,,,695,Four-Year Adjusted-Cohort Graduation Rates,94.9,NA,Asian / Pacific Islander
2013-2014,MARYLAND,,,695,Four-Year Adjusted-Cohort Graduation Rates,63.5,NA,Children with one or more disabilities (IDEA)
2013-2014,MARYLAND,,,695,Four-Year Adjusted-Cohort Graduation Rates,77.8,NA,Economically Disadvantaged
2013-2014,MARYLAND,,,695,Four-Year Adjusted-Cohort Graduation Rates,54,NA,English Learner
2013-2014,MARYLAND,,,695,Four-Year Adjusted-Cohort Graduation Rates,77.5,NA,Hispanic/Latino
2013-2014,MARYLAND,,,695,Four-Year Adjusted-Cohort Graduation Rates,76,NA,Native Hawaiian/Other Pacific Islander or Pacific Islander
2013-2014,MARYLAND,,,695,Four-Year Adjusted-Cohort Graduation Rates,91.9,NA,White or Caucasian (not Hispanic)
2013-2014,MARYLAND,,,695,Four-Year Adjusted-Cohort Graduation Rates,80.5,NA,Black or African American
2013-2014,MARYLAND,,,695,Four-Year Adjusted-Cohort Graduation Rates,90,NA,Two or more races
2013-2014,MASSACHUSETTS,,,695,Four-Year Adjusted-Cohort Graduation Rates,86.1,NA,All Students
2013-2014,MASSACHUSETTS,,,695,Four-Year Adjusted-Cohort Graduation Rates,76,NA,American Indian or Alaska Native
2013-2014,MASSACHUSETTS,,,695,Four-Year Adjusted-Cohort Graduation Rates,92.1,NA,Asian
2013-2014,MASSACHUSETTS,,,695,Four-Year Adjusted-Cohort Graduation Rates,91.9,NA,Asian / Pacific Islander
2013-2014,MASSACHUSETTS,,,695,Four-Year Adjusted-Cohort Graduation Rates,69.1,NA,Children with one or more disabilities (IDEA)
2013-2014,MASSACHUSETTS,,,695,Four-Year Adjusted-Cohort Graduation Rates,76,NA,Economically Disadvantaged
2013-2014,MASSACHUSETTS,,,695,Four-Year Adjusted-Cohort Graduation Rates,63.4,NA,English Learner
2013-2014,MASSACHUSETTS,,,695,Four-Year Adjusted-Cohort Graduation Rates,69.2,NA,Hispanic/Latino
2013-2014,MASSACHUSETTS,,,695,Four-Year Adjusted-Cohort Graduation Rates,85,NA,Native Hawaiian/Other Pacific Islander or Pacific Islander
2013-2014,MASSACHUSETTS,,,695,Four-Year Adjusted-Cohort Graduation Rates,90.9,NA,White or Caucasian (not Hispanic)
2013-2014,MASSACHUSETTS,,,695,Four-Year Adjusted-Cohort Graduation Rates,74.9,NA,Black or African American
2013-2014,MASSACHUSETTS,,,695,Four-Year Adjusted-Cohort Graduation Rates,84,NA,Two or more races
2013-2014,MICHIGAN,,,695,Four-Year Adjusted-Cohort Graduation Rates,78.6,NA,All Students
2013-2014,MICHIGAN,,,695,Four-Year Adjusted-Cohort Graduation Rates,65,NA,American Indian or Alaska Native
2013-2014,MICHIGAN,,,695,Four-Year Adjusted-Cohort Graduation Rates,89.1,NA,Asian
2013-2014,MICHIGAN,,,695,Four-Year Adjusted-Cohort Graduation Rates,88.7,NA,Asian / Pacific Islander
2013-2014,MICHIGAN,,,695,Four-Year Adjusted-Cohort Graduation Rates,55.1,NA,Children with one or more disabilities (IDEA)
2013-2014,MICHIGAN,,,695,Four-Year Adjusted-Cohort Graduation Rates,65.6,NA,Economically Disadvantaged
2013-2014,MICHIGAN,,,695,Four-Year Adjusted-Cohort Graduation Rates,68.2,NA,English Learner
2013-2014,MICHIGAN,,,695,Four-Year Adjusted-Cohort Graduation Rates,68.8,NA,Hispanic/Latino
2013-2014,MICHIGAN,,,695,Four-Year Adjusted-Cohort Graduation Rates,79,NA,Native Hawaiian/Other Pacific Islander or Pacific Islander
2013-2014,MICHIGAN,,,695,Four-Year Adjusted-Cohort Graduation Rates,82.9,NA,White or Caucasian (not Hispanic)
2013-2014,MICHIGAN,,,695,Four-Year Adjusted-Cohort Graduation Rates,64.5,NA,Black or African American
2013-2014,MICHIGAN,,,695,Four-Year Adjusted-Cohort Graduation Rates,74,NA,Two or more races
2013-2014,MINNESOTA,,,695,Four-Year Adjusted-Cohort Graduation Rates,81.2,NA,All Students
2013-2014,MINNESOTA,,,695,Four-Year Adjusted-Cohort Graduation Rates,51,NA,American Indian or Alaska Native
2013-2014,MINNESOTA,,,695,Four-Year Adjusted-Cohort Graduation Rates,-,NA,Asian
2013-2014,MINNESOTA,,,695,Four-Year Adjusted-Cohort Graduation Rates,81.7,NA,Asian / Pacific Islander
2013-2014,MINNESOTA,,,695,Four-Year Adjusted-Cohort Graduation Rates,58.4,NA,Children with one or more disabilities (IDEA)
2013-2014,MINNESOTA,,,695,Four-Year Adjusted-Cohort Graduation Rates,65.9,NA,Economically Disadvantaged
2013-2014,MINNESOTA,,,695,Four-Year Adjusted-Cohort Graduation Rates,63.7,NA,English Learner
2013-2014,MINNESOTA,,,695,Four-Year Adjusted-Cohort Graduation Rates,63.2,NA,Hispanic/Latino
2013-2014,MINNESOTA,,,695,Four-Year Adjusted-Cohort Graduation Rates,-,NA,Native Hawaiian/Other Pacific Islander or Pacific Islander
2013-2014,MINNESOTA,,,695,Four-Year Adjusted-Cohort Graduation Rates,86.3,NA,White or Caucasian (not Hispanic)
2013-2014,MINNESOTA,,,695,Four-Year Adjusted-Cohort Graduation Rates,60.4,NA,Black or African American
2013-2014,MINNESOTA,,,695,Four-Year Adjusted-Cohort Graduation Rates,-,NA,Two or more races
2013-2014,MISSISSIPPI,,,695,Four-Year Adjusted-Cohort Graduation Rates,77.6,NA,All Students
2013-2014,MISSISSIPPI,,,695,Four-Year Adjusted-Cohort Graduation Rates,66,NA,American Indian or Alaska Native
2013-2014,MISSISSIPPI,,,695,Four-Year Adjusted-Cohort Graduation Rates,91,NA,Asian
2013-2014,MISSISSIPPI,,,695,Four-Year Adjusted-Cohort Graduation Rates,89,NA,Asian / Pacific Islander
2013-2014,MISSISSIPPI,,,695,Four-Year Adjusted-Cohort Graduation Rates,28.1,NA,Children with one or more disabilities (IDEA)
2013-2014,MISSISSIPPI,,,695,Four-Year Adjusted-Cohort Graduation Rates,70.9,NA,Economically Disadvantaged
2013-2014,MISSISSIPPI,,,695,Four-Year Adjusted-Cohort Graduation Rates,67,NA,English Learner
2013-2014,MISSISSIPPI,,,695,Four-Year Adjusted-Cohort Graduation Rates,80,NA,Hispanic/Latino
2013-2014,MISSISSIPPI,,,695,Four-Year Adjusted-Cohort Graduation Rates,>=50,NA,Native Hawaiian/Other Pacific Islander or Pacific Islander
2013-2014,MISSISSIPPI,,,695,Four-Year Adjusted-Cohort Graduation Rates,84,NA,White or Caucasian (not Hispanic)
2013-2014,MISSISSIPPI,,,695,Four-Year Adjusted-Cohort Graduation Rates,71.5,NA,Black or African American
2013-2014,MISSISSIPPI,,,695,Four-Year Adjusted-Cohort Graduation Rates,76,NA,Two or more races
2013-2014,MISSOURI,,,695,Four-Year Adjusted-Cohort Graduation Rates,87.3,NA,All Students
2013-2014,MISSOURI,,,695,Four-Year Adjusted-Cohort Graduation Rates,83,NA,American Indian or Alaska Native
2013-2014,MISSOURI,,,695,Four-Year Adjusted-Cohort Graduation Rates,91,NA,Asian
2013-2014,MISSOURI,,,695,Four-Year Adjusted-Cohort Graduation Rates,90,NA,Asian / Pacific Islander
2013-2014,MISSOURI,,,695,Four-Year Adjusted-Cohort Graduation Rates,75.3,NA,Children with one or more disabilities (IDEA)
2013-2014,MISSOURI,,,695,Four-Year Adjusted-Cohort Graduation Rates,80.4,NA,Economically Disadvantaged
2013-2014,MISSOURI,,,695,Four-Year Adjusted-Cohort Graduation Rates,64,NA,English Learner
2013-2014,MISSOURI,,,695,Four-Year Adjusted-Cohort Graduation Rates,80,NA,Hispanic/Latino
2013-2014,MISSOURI,,,695,Four-Year Adjusted-Cohort Graduation Rates,84,NA,Native Hawaiian/Other Pacific Islander or Pacific Islander
2013-2014,MISSOURI,,,695,Four-Year Adjusted-Cohort Graduation Rates,90.4,NA,White or Caucasian (not Hispanic)
2013-2014,MISSOURI,,,695,Four-Year Adjusted-Cohort Graduation Rates,74.8,NA,Black or African American
2013-2014,MISSOURI,,,695,Four-Year Adjusted-Cohort Graduation Rates,87,NA,Two or more races
2013-2014,MONTANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,85.4,NA,All Students
2013-2014,MONTANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,65,NA,American Indian or Alaska Native
2013-2014,MONTANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,88,NA,Asian
2013-2014,MONTANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,85,NA,Asian / Pacific Islander
2013-2014,MONTANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,76,NA,Children with one or more disabilities (IDEA)
2013-2014,MONTANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,75.4,NA,Economically Disadvantaged
2013-2014,MONTANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,59,NA,English Learner
2013-2014,MONTANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,81,NA,Hispanic/Latino
2013-2014,MONTANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,75,NA,Native Hawaiian/Other Pacific Islander or Pacific Islander
2013-2014,MONTANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,88.3,NA,White or Caucasian (not Hispanic)
2013-2014,MONTANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,89,NA,Black or African American
2013-2014,MONTANA,,,695,Four-Year Adjusted-Cohort Graduation Rates,-,NA,Two or more races
2013-2014,NEBRASKA,,,695,Four-Year Adjusted-Cohort Graduation Rates,89.7,NA,All Students
2013-2014,NEBRASKA,,,695,Four-Year Adjusted-Cohort Graduation Rates,69,NA,American Indian or Alaska Native
2013-2014,NEBRASKA,,,695,Four-Year Adjusted-Cohort Graduation Rates,78,NA,Asian
2013-2014,NEBRASKA,,,695,Four-Year Adjusted-Cohort Graduation Rates,78,NA,Asian / Pacific Islander
2013-2014,NEBRASKA,,,695,Four-Year Adjusted-Cohort Graduation Rates,72,NA,Children with one or more disabilities (IDEA)
2013-2014,NEBRASKA,,,695,Four-Year Adjusted-Cohort Graduation Rates,82.4,NA,Economically Disadvantaged
2013-2014,NEBRASKA,,,695,Four-Year Adjusted-Cohort Graduation Rates,60,NA,English Learner
2013-2014,NEBRASKA,,,695,Four-Year Adjusted-Cohort Graduation Rates,82.8,NA,Hispanic/Latino
2013-2014,NEBRASKA,,,695,Four-Year Adjusted-Cohort Graduation Rates,77,NA,Native Hawaiian/Other Pacific Islander or Pacific Islander
2013-2014,NEBRASKA,,,695,Four-Year Adjusted-Cohort Graduation Rates,92.8,NA,White or Caucasian (not Hispanic)
2013-2014,NEBRASKA,,,695,Four-Year Adjusted-Cohort Graduation Rates,81,NA,Black or African American
2013-2014,NEBRASKA,,,695,Four-Year Adjusted-Cohort Graduation Rates,87,NA,Two or more races
2013-2014,NEVADA,,,695,Four-Year Adjusted-Cohort Graduation Rates,70,NA,All Students
2013-2014,NEVADA,,,695,Four-Year Adjusted-Cohort Graduation Rates,52,NA,American Indian or Alaska Native
2013-2014,NEVADA,,,695,Four-Year Adjusted-Cohort Graduation Rates,84,NA,Asian
2013-2014,NEVADA,,,695,Four-Year Adjusted-Cohort Graduation Rates,83,NA,Asian / Pacific Islander
2013-2014,NEVADA,,,695,Four-Year Adjusted-Cohort Graduation Rates,27.6,NA,Children with one or more disabilities (IDEA)
2013-2014,NEVADA,,,695,Four-Year Adjusted-Cohort Graduation Rates,63.6,NA,Economically Disadvantaged
2013-2014,NEVADA,,,695,Four-Year Adjusted-Cohort Graduation Rates,29,NA,English Learner
2013-2014,NEVADA,,,695,Four-Year Adjusted-Cohort Graduation Rates,64.6,NA,Hispanic/Latino
2013-2014,NEVADA,,,695,Four-Year Adjusted-Cohort Graduation Rates,74,NA,Native Hawaiian/Other Pacific Islander or Pacific Islander
2013-2014,NEVADA,,,695,Four-Year Adjusted-Cohort Graduation Rates,76.9,NA,White or Caucasian (not Hispanic)
2013-2014,NEVADA,,,695,Four-Year Adjusted-Cohort Graduation Rates,53.9,NA,Black or African American
2013-2014,NEVADA,,,695,Four-Year Adjusted-Cohort Graduation Rates,76,NA,Two or more races
2013-2014,NEW HAMPSHIRE,,,695,Four-Year Adjusted-Cohort Graduation Rates,88.1,NA,All Students
